"label","text","text_clean","text_token","label_num"
"happy","tapiii efeknya baru kerasa sekarang :"") mukaku jadi tipe muka yang less problem gt hehe yang kalo jerawatan cuma pas pms doang kalopun lg breakout ilangnya cepet padahal cm dibiarin doang dan ga minyakan :"")","tapiii efeknya baru kerasa sekarang mukaku jadi tipe muka yang less problem begitu hehe yang kalo jerawatan cuma pas pms doang kalopun lagi breakout ilangnya cepat padahal cuma dibiarkan doang dan enggak minyakan","tapiii  efek  muka  tipe  muka  less  problem  hehe  kalo  jerawat  pas  pms  doang  kalo  breakout  ilangnya  cepat  biar  doang  minyak",3
"happy","Hmmm ya mungkin seneng kalo dikasih kado, tapi kalo buatku dia inget aja tanggal lahirku atau anniv wes bahagia rasane.  #pekaitupenting","hmmm ya mungkin senang kalo dikasih kado tapi kalo buatku dia ingat saja tanggal lahirku atau anniv wes bahagia rasane","hmmm  senang  kalo  kasih  kado  kalo  tanggal  lahir  anniv  wes  bahagia  rasane",3
"love","Luar biasa perjuangan dia buat mewujudkan angan2ku menjadi kenyataan. Terimakasih sayang, karen masih ikut menangis disaat aku menangis. I love u so much.","luar biasa perjuangan dia buat mewujudkan anganku menjadi kenyataan terimakasih sayang karen masih ikut menangis disaat aku menangis i love untuk sok much","juang  wujud  angan  terimakasih  sayang  karen  tangis  tangis  love  sok  much",4
"anger","Trus apa yg slh, beliau sdh mngatakn isi hatinya sedih kalo impor. Dan yg jadi Presiden negara ini kan pak JKW bukan anda dn sy.Mikir woi!!","terus apa yang salah beliau sudah mngatakn isi hatinya sedih kalo impor dan yang jadi presiden negara ini kan pak jkw bukan anda dan saya mikir woi tandaseru","salah  beliau  mngatakn  isi  hati  sedih  kalo  impor  presiden  negara  jkw  mikir  woi  tandaseru",0
"happy","Tuhkan, apple tuh kalo kasih update ga tanggung - tanggung, hp yang paling jadul pun masih diberi update, ngga kaya android yang setelah setahun dua tahun udah ditinggalin :') [URL]","tuhkan apple tuh kalo kasih update enggak tanggung tanggung hp yang paling jadul pun masih diberi update enggak kayak android yang setelah setahun dua tahun sudah ditinggalin tears of happiness","tuhkan  apple  tuh  kalo  kasih  update  tanggung  tanggung  hp  jadul  update  kayak  android  tahun  tahun  ditinggalin  tears  of  happiness",3
"sadness","lucu sih kenapa ada pasangan yg masih tukeran pass ig . dimana komitmen kalian yg ada embel2 "" kepercayaan"" apa pasangan kalian tukang selingkuh? HAHA ciyaaaaan","lucu sih kenapa ada pasangan yang masih tukeran pas ig dimana komitmen kalian yang ada embel kepercayaan apa pasangan kalian tukang selingkuh tandatanya haha ciyaaaaan","lucu  pasang  tukeran  pas  ig  komitmen  embel  percaya  pasang  tukang  selingkuh  tandatanya  haha  ciyaaaaan",2
"sadness","Setelah nangis mewek gak karuan gegara galau pulang apa enggak, akhirnya gue mutusin tuk gak pulang lagi. Kasihan emak dan ayah gue. Mudik mahal Cooy","setelah menangis mewek enggak karuan gegara galau pulang apa enggak akhirnya gue memutuskan untuk enggak pulang lagi kasihan emak dan ayah gue mudik mahal cooy","tangis  mewek  karu  gegara  galau  pulang  gue  putus  pulang  kasihan  emak  ayah  gue  mudik  mahal  cooy",2
"anger","[USERNAME] Wah ini sudah keterlaluan, gaes.. Mosok anak2 dibawa bawa ke politik, dan ga jelas lagi, malah cenderung ujaran kebencian dan fitnah. Mohon ceck dong [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]","wah ini sudah keterlaluan gaes mosok anak dibawa bawa ke politik dan enggak jelas lagi malah cenderung ujaran kebencian dan fitnah mohon ceck dong","gaes  mosok  anak  bawa  bawa  politik  cenderung  benci  fitnah  ceck",0
"happy","Kenapa sih Rhia kok temenya cowok semua? Biar apa? Biar gak di tikung.. Biar gak di omongin di belakang.. Biar ada yang jagain.. Biar gak di nyinyirin.. Biar ada yang antar jemput kalau lagi mau main hahaha","kenapa sih rhia kok temenya cowok semua tandatanya biar apa tandatanya biar enggak di tikung biar enggak di mengomongkan di belakang biar ada yang jaga biar enggak di nyinyir biar ada yang antar jemput kalau lagi mau main hahaha","rhia  temenya  cowok  tandatanya  biar  tandatanya  biar  tikung  biar  omong  biar  jaga  biar  nyinyir  biar  jemput  main  hahaha",3
"sadness","Pola tidur w berantakan yawlaaaa~ sejak hari minggu yg lalu ampe tadii~ baru bisa bener2 merem kalau abis sahur, dah itu j set8 musti bangun buat kerja~","pola tidur gue berantakan yawlaaaa~ sejak hari minggu yang lalu sampai tadii~ baru bisa benar merem kalau habis sahur deh itu saja set musti bangun buat kerja~","pola  tidur  gue  berantak  yawlaaaa  minggu  merem  habis  sahur  deh  set  musti  bangun",2
"happy","Dari zaman SD juga temenku cowok nih salah satunya yang dulu suka main sampe desa sebalah yang nyebarang kali wkk dan entah suka bikin prakarya padahal berantakin rumah dan sampe jualan lotre yak dulu wkk pen ngaqaq kalau inget ini [USERNAME]","dari zaman sd juga temenku cowok nih salah satunya yang dulu suka main sampai desa sebalah yang nyebarang kali wkk dan entah suka bikin prakarya padahal berantakin rumah dan sampai jualan lotre ya dulu wkk pengin ngaqaq kalau ingat ini","zaman  sd  temenku  cowok  nih  salah  suka  main  desa  seba  nyebarang  wkk  suka  bikin  prakarya  berantakin  rumah  jual  lotre  wkk  pengin  ngaqaq",3
"happy","Congrats for me, walopun ga aktif bgt tp aku dedikasikan twitter ini krn bangtan, bnyk yg berubah dr wkt kw wkt, wow!!!!! #MyTwitterAnniversary [URL]","congrats for me walopun enggak aktif banget tapi aku dedikasikan twitter ini karena bangtan banyak yang berubah dari waktu kau waktu wow tandaseru","congrats  for  me  walopun  aktif  banget  dedikasi  twitter  bangtan  ubah  waktu  kau  waktu  wow  tandaseru",3
"anger","Dear [USERNAME] [USERNAME] [USERNAME] coba bisa d jelaskan kenapa tb2 sy dpt sms kaya yg paling bawah. Sampe minus 180k lagi. Kan sy kaget bangun2 nyalain hp langsung d palakin gitu. Makasih ya. [URL]","dear coba bisa ada jelaskan kenapa tb saya dapat sms kayak yang paling bawah sampai minus kak lagi kan saya kaget bangun nyalain hp langsung ada palakin begitu terima kasih ya","dear  coba  tb  sms  kayak  minus  kak  kaget  bangun  nyalain  hp  palakin  terima  kasih",0
"sadness","gw maklumin aja omongan Mommy gw dia emang ga bakal setujuin gw [URL] sampe suka demen co umurnya beda jauh yah makanya cari duda mapan berumur aja","gue maklumin saja omongan mommy gue dia memang enggak bakal setujuin gue sampai suka demen cowok umurnya beda jauh ya makanya cari duda mapan berumur saja","gue  maklumin  omong  mommy  gue  setujuin  gue  suka  demen  cowok  umur  beda  cari  duda  mapan  umur",2
"anger","[URL] Bupati Purbalingga, Jawa Tengah, Tasdi dipecat seketika dari PDI Perjuangan. Setelah dipecat masa bisa Nyaleg lagi setelah bebas.....Aneh bin Ajaib.","bupati purbalingga jawa tengah tasdi dipecat seketika dari pdi perjuangan setelah dipecat masa bisa nyaleg lagi setelah bebas aneh bin ajaib","bupati  purbalingga  jawa  tengah  tasdi  pecat  pdi  juang  pecat  nyaleg  bebas  aneh  bin  ajaib",0
"anger","[USERNAME] [USERNAME] Maunya hadiahnya aja (khayru ummah), perintahnya (menyuruh kepada yg ma'ruf dan mencegah yg Munkar) ogah. Ibarat pengen kenyang tapi ogah makan.","maunya hadiahnya saja khayru ummah perintahnya menyuruh kepada yang sama ruf dan mencegah yang munkar ogah ibarat pengin kenyang tapi ogah makan","hadiah  khayru  ummah  perintah  suruh  ruf  cegah  munkar  ogah  pengin  kenyang  ogah  makan",0
"anger","[USERNAME] [USERNAME] [USERNAME] Gini aja terooss...jawaban kalian template, gw ga butuh jawaban template dan pesanan gw dr tgl 28 Mei, apakah gw cm di suruh tunggu tp ga jelas spt ini?Cm jkt Tng lho..mo bilang apa lagi ini jwabnya? Sabar ya kak ini ujia","begini saja terooss jawaban kalian template gue enggak butuh jawaban template dan pesanan gue dari tanggal mei apakah gue cuma di suruh tunggu tapi enggak jelas seperti ini tandatanyacm jakarta tng lho mau bilang apa lagi ini jwabnya tandatanya sabar ya kak ini ujia","terooss  template  gue  butuh  template  pesan  gue  tanggal  mei  gue  suruh  tunggu  tandatanyacm  jakarta  tng  lho  bilang  jwabnya  tandatanya  sabar  kak  ujia",0
"anger","mimpin Jadi Bupati Tasik aja Gak bisa apalagi jadi Gubernur aduh kang tuh di Kabupaten Tasik Oge PR akang masih Banyak malahan Masyarakat tidap puas dengan kinerja akang sekarang pengen jadi Gubernur ??? Cing atuh MikiL","mimpin jadi bupati tasik saja enggak bisa apalagi jadi gubernur aduh kang tuh di kabupaten tasik oge pr akang masih banyak malahan masyarakat tidap puas dengan kinerja akang sekarang pengin jadi gubernur tandatanya cing atuh mikil","mimpin  bupati  tasik  gubernur  aduh  kang  tuh  kabupaten  tasik  oge  pr  akang  masyarakat  tidap  puas  kinerja  akang  pengin  gubernur  tandatanya  cing  atuh  mikil",0
"anger","[USERNAME] [USERNAME] Coba selama masa jabatan anda pak [USERNAME] , apa saja yg sudah anda lakukan untuk Indonesia agar disegani bangsa2? Bangsa mana saja yg sudah menyegani Indonesia?","coba selama masa jabatan anda pak apa saja yang sudah anda lakukan untuk indonesia agar disegani bangsa tandatanya bangsa mana saja yang sudah menyegani indonesia tandatanya","coba  jabat  indonesia  segani  bangsa  tandatanya  bangsa  segani  indonesia  tandatanya",0
"anger","[USERNAME] [USERNAME] sebenarnya yg Melanggar Bawaslu itu Lawan Politik nya apa beliau ??? ah sudah lah makin terjun aja tuh image beliau d masyarakat","sebenarnya yang melanggar bawaslu itu lawan politik nya apa beliau tandatanya ah sudah lah makin terjun saja tuh image beliau ada masyarakat","langgar  bawaslu  lawan  politik  beliau  tandatanya  ah  terjun  tuh  image  beliau  masyarakat",0
"anger","Sudah keterlaluan perilaku para pecundang itu,jelas"" buronan,pny tutur kata kasar,intoleran,anti Pancasila kok ya disambangi..emang mereka sdh anggap gak ada lagi ulama yg baik dinegara ini?","sudah keterlaluan perilaku para pecundang itu jelas buronan punya tutur kata kasar intoleran anti pancasila kok ya disambangi memang mereka sudah anggap enggak ada lagi ulama yang baik dinegara ini tandatanya","perilaku  cundang  buron  kasar  intoleran  anti  pancasila  disambangi  anggap  ulama  negara  tandatanya",0
"anger","Apa dasar ngakaknya? Baca koq cuma satu ayat? Gua biasa aja, ngapain marah? Ateis justru sangat menggelikan bagi gua, ketika mereka menyembah Charles Darwin dengan segala teori tahayul dan konyolnya.....","apa dasar ngakaknya tandatanya baca kok cuma satu ayat tandatanya gua biasa saja mengapai marah tandatanya ateis justru sangat menggelikan bagi gua ketika mereka menyembah charles darwin dengan segala teori tahayul dan konyolnya","dasar  ngakaknya  tandatanya  baca  ayat  tandatanya  gua  marah  tandatanya  ateis  gel  gua  sembah  charles  darwin  teori  tahayul  konyol",0
"anger","Harusnya manusia kaya gini bikin negara sendiri aja kali ya terus dia kloning dirinya sendiri jd banyak. Biar dia ngerasain enak atau ngga ngadepin dirinya sendiri yg selalu gamau terima masukan dan alasan orang lain","harusnya manusia kayak begini bikin negara sendiri saja kali ya terus dia kloning dirinya sendiri jadi banyak biar dia merasai enak atau enggak ngadepin dirinya sendiri yang selalu enggak mau terima masukan dan alasan orang lain","manusia  kayak  bikin  negara  kloning  biar  rasai  ngadepin  terima  alas",0
"anger","Percuma bukti numpuk tapi deflasi keberanian. Lihat kasus Munir. Kurang apa buktinya. Lihat kasus Udin, buktinya malah disingkirkan/dihilangkan secara sengaja. Dan kasus2 lainnya [URL]","percuma bukti numpuk tapi deflasi keberanian lihat kasus munir kurang apa buktinya lihat kasus udin buktinya malah disingkirkan dihilangkan secara sengaja dan kasus lainnya","bukti  numpuk  deflasi  berani  munir  bukti  udin  bukti  singkir  hilang  sengaja",0
"happy","Mungkin saya pun klo dicandid seperti cew ini ketika nonton uda [USERNAME] heboh dan ikutan karaoke massal. Memakai botol air mineral bak penyanyi profesional. Keren dan totalitas, mbak! [URL]","mungkin saya pun kalo dicandid seperti cewek ini ketika menonton sudah heboh dan ikutan karaoke massal memakai botol air mineral bak penyanyi profesional keren dan totalitas mbak tandaseru","kalo  dicandid  cewek  tonton  heboh  karaoke  massal  botol  air  mineral  bak  nyanyi  profesional  keren  totalitas  mbak  tandaseru",3
"anger","Ini org wajib dipenjarakan [USERNAME] wajib dilaporkan..ini org yang memecah belah","ini orang wajib dipenjarakan wajib dilaporkan ini orang yang memecah belah","wajib  penjara  wajib  lapor  pecah  belah",0
"anger","Isu Kristenisasi itu sama saja dgn isu kebangkitan PKI. Tanpa data, minim fakta dan bilapun ada tak lebih dari oembingkaian di kuar konteks! Isu yg dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis.","isu kristenisasi itu sama saja dengan isu kebangkitan pki tanpa data minim fakta dan bilapun ada tak lebih dari oembingkaian di kuar konteks tandaseru isu yang dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis","isu  kristenisasi  isu  bangkit  pki  data  minim  fakta  oembingkaian  kuar  konteks  tandaseru  isu  bangkit  hantu  untung  politis  ekonomis",0
"anger","Memaknai suatu hubungan, butuh waktu bertahun tahun dan mgkn banyak pelajaran. Don't be needy lah kalo jadi cewe. Pacar lo punya masa depan yang harus dia prioritaskan. Pacar lo juga punya kehidupan selain elo.","memaknai suatu hubungan butuh waktu bertahun tahun dan mungkin banyak pelajaran don t be needy lah kalo jadi cewek pacar lo punya masa depan yang harus dia prioritaskan pacar lo juga punya kehidupan selain lo","makna  hubung  butuh  waktu  tahun  tahun  ajar  don  be  needy  kalo  cewek  pacar  lo  prioritas  pacar  lo  hidup  lo",0
"anger","Gimana dia mau kejar masa depannya sementara pas dia harus tidur, lo maksain dateng ke kosan, dan pas dia tidur lo cubit cubitin ganggu gangguin ky gt. Tengah malem dia mesti anter lo balik, dan pagi nya si cowo kebablasan","bagaimana dia mau kejar masa depannya sementara pas dia harus tidur lo memaksakan datang ke kosan dan pas dia tidur lo cubit cubitin ganggu mengganggu kayak begitu tengah malam dia mesti anter lo balik dan pagi nya sih cowok kebablasan","kejar  pas  tidur  lo  paksa  kosan  pas  tidur  lo  cubit  cubitin  ganggu  ganggu  kayak  tengah  malam  mesti  anter  lo  pagi  cowok  bablas",0
"anger","[USERNAME] setidaknya beri saya kejelasan uang saya..dan langkah2nya ketika nasabah memiliki problem seperti ini..sudah satu bulan lebih loh..tolong yang Bank Mandiri terutama untuk Kantor Cabang Sabang Jakarta Pusat","setidaknya beri saya kejelasan uang saya dan langkahnya ketika nasabah memiliki problem seperti ini sudah satu bulan lebih loh tolong yang bank mandiri terutama untuk kantor cabang sabang jakarta pusat","uang  langkah  nasabah  milik  problem  loh  tolong  bank  mandiri  utama  kantor  cabang  sabang  jakarta  pusat",0
"anger","Isu Kristenisasi itu sama saja dgn isu kebangkitan PKI. Tanpa data, minim fakta dan bilapun ada tak lebih dari pembingkaian di luar konteks! Isu yg dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis. Tahyul dan bahlul!!","isu kristenisasi itu sama saja dengan isu kebangkitan pki tanpa data minim fakta dan bilapun ada tak lebih dari pembingkaian di luar konteks tandaseru isu yang dibuat untuk membangkitkan hantu demi keuntungan politis dan ekonomis tahyul dan bahlul tandaseru","isu  kristenisasi  isu  bangkit  pki  data  minim  fakta  bingkai  konteks  tandaseru  isu  bangkit  hantu  untung  politis  ekonomis  tahyul  bahlul  tandaseru",0
"sadness","[USERNAME] Kasian FH bangun pagi. Tdk ada kerjaan ( mau ke kantor PKS. Tdk di Terimah( tdk ada info2 dari kawan2 di PKS ( mau ke kawan lain Bedah partai. ( mau ke pemerintah . Sudah tdk di akui dari partai mana kasih juga Yah. Balik kampung saja","kasihan fh bangun pagi tidak ada pekerjaan mau ke kantor pks tidak di terimah tidak ada info dari kawan di pks mau ke kawan lain bedah partai mau ke pemerintah sudah tidak di akui dari partai mana kasih juga ya balik kampung saja","kasihan  fh  bangun  pagi  kantor  pks  terimah  info  kawan  pks  kawan  bedah  partai  pemerintah  partai  kasih  kampung",2
"anger","Indikasi Bakal Terjadi Di Akhir Tahun 2018 atau Pertengahan 2019 Para Banteng saling adu kepala, akhirnya terjengkang, terkapar dan semaput, tanpa melawan...!!! Banteng tinggal Kenangan...!!!","indikasi bakal terjadi di akhir tahun atau pertengahan para banteng saling adu kepala akhirnya terjengkang terkapar dan semaput tanpa melawan tandaseru banteng tinggal kenangan tandaseru","indikasi  tahun  tengah  banteng  adu  kepala  jengkang  kapar  semaput  lawan  tandaseru  banteng  tinggal  kenang  tandaseru",0
"sadness","Cilacap,. Cinta lama gagal terucap Purbalingga,. Pura2 bahagia melihatmu berpaling dan ber keluarga Semarang,. Sedikit merindukan orang yang tersayang Saat ini di cilandak,. Cinta lama datang mendadak Dan makan sari roti,.. Saking rindunya merobek hati,... #ceritahariini.","cilacap cinta lama gagal terucap purbalingga pura bahagia melihatmu berpaling dan ber keluarga semarang sedikit merindukan orang yang tersayang saat ini di cilandak cinta lama datang mendadak dan makan sari roti saking rindunya merobek hati","cilacap  cinta  gagal  purbalingga  pura  bahagia  ber  keluarga  semarang  rindu  sayang  cilandak  cinta  dadak  makan  sari  roti  saking  rindu  robek  hati",2
"love","Nona tidak perlu takut, toh ini hanya gerimis kan? Sudah ku siapkan rumah untuk berteduh barangkali nanti berubah menjadi hujan angin. #ceritakemarinsore #spoiler","nona tidak perlu takut toh ini hanya gerimis kan tandatanya sudah ku siapkan rumah untuk berteduh barangkali nanti berubah menjadi hujan angin","nona  takut  gerimis  tandatanya  ku  rumah  teduh  barangkali  ubah  hujan  angin",4
"sadness","Life style Perubahan gaya hidup, pola makan utamanya, yang santai dijalani membunuh tanpa disadari. Konyolnya mayoritas gak peduli. Nanti kalau sakit desperate nyalahin genetik atau faktor X [URL]","life style perubahan gaya hidup pola makan utamanya yang santai dijalani membunuh tanpa disadari konyolnya mayoritas enggak peduli nanti kalau sakit desperate menyalahkan genetik atau faktor kali","life  style  ubah  gaya  hidup  pola  makan  utama  santai  jalan  bunuh  sadar  konyol  mayoritas  peduli  sakit  desperate  salah  genetik  faktor",2
"sadness","Percaya kata lelaki itu, terutama ketika aku ingin mati karena disiksa zaman. Tapi karena kematian tak kunjung tiba, aku melupakanNya. Tuhan menjauh, dan aku pun menjauhiNya. Aku tidak tahu, apa iya masih penting sejak kulupa.","percaya kata lelaki itu terutama ketika aku ingin mati karena disiksa zaman tapi karena kematian tak kunjung tiba aku melupakannya tuhan menjauh dan aku pun menjauhinya aku tidak tahu apa iya masih penting sejak kulupa","percaya  lelaki  utama  mati  siksa  zaman  mati  kunjung  lupa  tuhan  iya  kulupa",2
"happy","Twitter saya dari kemaren cuma bisa retweet gabisa nge-tweet. Kalo mau nge-tweet not responding mulu, excessive use perhaps, lol. Tapi sekarang bisa yeay","twitter saya dari kemarin cuma bisa retweet enggak bisa nge tweet kalo mau nge tweet not responding mulu excessive use perhaps lol tapi sekarang bisa yeay","twitter  kemarin  retweet  nge  tweet  kalo  nge  tweet  not  responding  mulu  excessive  use  perhaps  lol  yeay",3
"sadness","Ya ga semua sih, banyak juga yang serius. Tapi ya gitu mungkin anda belum ketemu, mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya. Gitu","ya enggak semua sih banyak juga yang serius tapi ya begitu mungkin anda belum ketemu mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya begitu","serius  ketemu  ketemu  lalma  modus  too  sensitive",2
"anger","Sehari ini coba transfer dari atm BBRI ke a/c BRI dan BBMR lha kok gagal semua, ATM BRI kok telo dan memalukan ya,katanya punya satelit tapi memalukan banget [USERNAME] [USERNAME] , gimana ini penjelasan nya?","sehari ini coba transfer dari atm bbri ke a sih bri dan bbmr lah kok gagal semua atm bri kok telo dan memalukan ya katanya punya satelit tapi memalukan banget bagaimana ini penjelasan nya tandatanya","coba  transfer  atm  bbri  bri  bbmr  gagal  atm  bri  telo  malu  satelit  malu  banget  tandatanya",0
"anger","[USERNAME] [USERNAME] Yaelah.. sabar ya Vid. sampai lebaran monyet juga engga bakalan ditanggapin cepat ini kalo engga sering diserang dengan follow up tajam. Langsung ke plasa telkom atau telepon 147. Pengalaman sudah sering banget soalnya ini #telkom","yaelah sabar ya vid sampai lebaran monyet juga enggak bakalan ditanggapin cepat ini kalo enggak sering diserang dengan follow up tajam langsung ke plasa telkom atau telepon pengalaman sudah sering banget soalnya ini","yaelah  sabar  vid  lebaran  monyet  ditanggapin  cepat  kalo  serang  follow  up  tajam  plasa  telkom  telepon  alam  banget",0
"happy","Selamat peletakan batu pertama pmbangunan Univ Islam Internasional Indonesia (UIII). Smoga Islam Indonesia yg damai dan toleran benar2 mnjadi rujukan Islam dunia kelak. Cc Pak Menag [USERNAME] [URL]","selamat peletakan batu pertama pmbangunan universitas islam internasional indonesia uiii semoga islam indonesia yang damai dan toleran benar menjadi rujukan islam dunia kelak cc pak menag","selamat  eta  batu  pmbangunan  universitas  islam  internasional  indonesia  uiii  moga  islam  indonesia  damai  toleran  rujuk  islam  dunia  kelak  cc  menag",3
"sadness","Turut sepenanggungan atas meninggalnya dr. Ramona Sari - sejawat, aktivis, dan salah satu pejuang paling tangguh dari [USERNAME] untuk hak & kesehatan seksual reproduksi perempuan Indonesia. Semoga Yang Maha berkenan memeluk pulang. Tuhan yang memberi, Tuhan pula yang mengambil.","turut sepenanggungan atas meninggalnya dari ramona sari sejawat aktivis dan salah satu pejuang paling tangguh dari untuk hak kesehatan seksual reproduksi perempuan indonesia semoga yang maha berkenan memeluk pulang tuhan yang memberi tuhan pula yang mengambil","sepenanggungan  tinggal  ramona  sari  jawat  aktivis  salah  juang  tangguh  hak  sehat  seksual  reproduksi  perempuan  indonesia  moga  maha  kenan  peluk  pulang  tuhan  tuhan  ambil",2
"anger","Nelfon cs [USERNAME] disuruh tunggu untuk buat pelaporan, 7 menit and still go on tanpa kabar dari cs, cuma disuruh tunggu. Ngapain? Lama banget. Aneh","nelfon cs disuruh tunggu untuk buat pelaporan menit and still go on tanpa kabar dari cs cuma disuruh tunggu mengapai tandatanya lama banget aneh","nelfon  cs  suruh  tunggu  lapor  menit  and  still  go  on  kabar  cs  suruh  tunggu  tandatanya  banget  aneh",0
"sadness","Jika masa lalumu masih tertanam diingatanmu dan kamu terus menurus mengingatnya,lalu untuk apa aku disampingmu? Apa aku hanya untuk tempat bersandarmu sementara~","jika masa lalumu masih tertanam diingatanmu dan kamu terus menurus mengingatnya lalu untuk apa aku disampingmu tandatanya apa aku hanya untuk tempat bersandarmu sementara~","tanam  turus  samping  tandatanya  sandar",2
"happy","Baguslah! Akhirnya kamu yang ateis ( muridnya mumun) ini mengaku dan menyembah teori darwin yang konyol dan tahayul itu. Selamat ya!","baguslah tandaseru akhirnya kamu yang ateis muridnya mumun ini mengaku dan menyembah teori darwin yang konyol dan tahayul itu selamat ya tandaseru","bagus  tandaseru  ateis  murid  mumun  sembah  teori  darwin  konyol  tahayul  selamat  tandaseru",3
"anger","[USERNAME] memang childish alias kekanakkanakan mendekati bego yg overacting. Pelajari dulu Undang2 sebelum jadi pejabat. Jangan memalukan dong.. Tanggapi Pernyataan Sandiaga Uno, Pakde Karwo: Kritik dan Saran Pejabat Negara Harus Lewat Mendagri https://","memang childish alias kekanakkanakan mendekati bego yang overacting pelajari dulu undang sebelum jadi pejabat jangan memalukan dong tanggapi pernyataan sandiaga uno pakde karwo kritik dan saran pejabat negara harus lewat mendagri","childish  alias  kekanakkanakan  bego  overacting  ajar  undang  jabat  malu  tanggap  sandiaga  uno  pakde  karwo  kritik  saran  jabat  negara  mendagri",0
"sadness","itu pesan masuknya udah sexual harrasement sih, dan itu sesuatu yang gak bisa dibilang biasa aja. di budaya yang paham Patriarki nya tinggi memang hal itu keliatan gak penting, tapi coba yang diperlakukan begitu saudari kalian, temen, atau pacar? - ttp semangat Gita & Via","itu pesan masuknya sudah sexual harrasement sih dan itu sesuatu yang enggak bisa dibilang biasa saja di budaya yang paham patriarki nya tinggi memang hal itu kelihatan enggak penting tapi coba yang diperlakukan begitu saudari kalian teman atau pacar tandatanya tetap semangat gita via","pesan  sexual  harrasement  bilang  budaya  paham  patriark  tinggi  coba  saudari  teman  pacar  tandatanya  semangat  gita  via",2
"anger","Dr minggu kmrn menyebalkan.. eh hri ini lagi ada tambahan.. janjian jam 10 eh lah kok malah jek antri nang BRI iki piye to..? Ku kesel deeh..","dari minggu kemarin menyebalkan eh hari ini lagi ada tambahan janjian jam eh lah kok malah jek antri nang bri iki piye tapi tandatanya ku kesel deh","minggu  kemarin  sebal  eh  janji  jam  eh  jek  antri  nang  bri  iki  piye  tandatanya  ku  kesel  deh",0
"anger","Wahai kalian para sok pejuang Di mana kalian saat ini Via Vallen adalah aset Bangsa yang tersisa yang akan direbut oleh Bangsa Lain. Apakah kalian hanya diam?! #OldMoneyGakNgerasain","wahai kalian para sok pejuang di mana kalian saat ini via vallen adalah aset bangsa yang tersisa yang akan direbut oleh bangsa lain apakah kalian hanya diam tandatanya tandaseru","sok  juang  via  vallen  aset  bangsa  sisa  rebut  bangsa  diam  tandatanya  tandaseru",0
"anger","[USERNAME] [USERNAME] Rasis memang berbanding lurus dengan govlox... Anti Pancasila kebanyakan govlok dan lebih banyak yg rasis... Mau ganti presiden? Silahkan kl mau dukung anti Pancasila, negara berhiaskan rasisme dan kegovlokan... Mongooo ga","rasis memang berbanding lurus dengan govlox anti pancasila kebanyakan govlok dan lebih banyak yang rasis mau ganti presiden tandatanya silakan kalau mau dukung anti pancasila negara berhiaskan rasisme dan kegovlokan mongooo enggak","rasis  banding  lurus  govlox  anti  pancasila  govlok  rasis  ganti  presiden  tandatanya  sila  dukung  anti  pancasila  negara  hias  rasisme  kegovlokan  mongooo",0
"anger","cc:[USERNAME] [USERNAME] ko [USERNAME] mingkem Hanya Dalam 2 Minggu 2 Bupati PDIP Kena OTT KPK, SEMAKIN JUARA KORUPSI !!! [URL]","cc frown kok mingkem hanya dalam minggu bupati pdip kena ott kpk semakin juara korupsi tandaseru","cc  frown  mingkem  minggu  bupati  pdip  ott  kpk  juara  korupsi  tandaseru",0
"sadness","Semoga pa [USERNAME] Sadar Bupati Purbalingga dari PDIP Kena OTT KPK, Warganet: Allah sedang menunjukan Pak Mahfud partai mana yang lahirkan koruptor besar.. [URL]","semoga apa sadar bupati purbalingga dari pdip kena ott kpk warganet allah sedang menunjukan pak mahfud partai mana yang lahirkan koruptor besar","moga  sadar  bupati  purbalingga  pdip  ott  kpk  warganet  allah  mahfud  partai  lahir  koruptor",2
"anger","[USERNAME] [USERNAME] [USERNAME] Negara mana didunia ini yg bisa memendam liberalisme? Afganistan? Pakistan? Iran? Termasuk negara maju ga mereka sekarang? Negara mana yg masih menggunakan khilafah?","negara mana didunia ini yang bisa memendam liberalisme tandatanya afganistan tandatanya pakistan tandatanya iran tandatanya termasuk negara maju enggak mereka sekarang tandatanya negara mana yang masih menggunakan khilafah tandatanya","negara  dunia  pendam  liberalisme  tandatanya  afganistan  tandatanya  pakistan  tandatanya  iran  tandatanya  negara  maju  tandatanya  negara  khilafah  tandatanya",0
"anger","[USERNAME] sy tdk percaya ktp akan jadi 1-2 hari Krn sy juga tdk percaya anggaran e ktp di korupsi oleh para anggota Dewan yg Terhormat (mungkin bapak lebih tahu atau pura pura tidak tahu...?) [URL]","saya tidak percaya ktp akan jadi hari karena saya juga tidak percaya anggaran e ktp di korupsi oleh para anggota dewan yang terhormat mungkin bapak lebih tahu atau pura pura tidak tahu tandatanya","percaya  ktp  percaya  anggar  ktp  korupsi  anggota  dewan  hormat  pura  pura  tandatanya",0
